date|id|content|username|like_count|retweet_count
2023-02-11 00:13:55+00:00|1624200021263399936|@RipleyChile  buenas tardes hace unos dias realice una compra la cual aun no la recibo, trate de comunicarme pero no obtuve respuesta, super mal servicio en cuanto a la compra por internet y para que hablar de los envios siempre llegan fuera del plazo|urrua9940|0.0|0.0
2023-02-11 00:05:22+00:00|1624197866020379904|@Artillero1973 @CespedesForever @RipleyChile Jajajaja|salamandri|0.0|0.0
2023-02-10 23:57:24+00:00|1624195862002800128|@Alejandracata__ @RipleyChile @RipleyChile estoy en la misma situacion favor necesito el producto urgente para poder trabajar.|StoberFelipe|0.0|0.0
2023-02-10 23:56:03+00:00|1624195522901769984|@paoo_po @RipleyChile |CespedesForever|0.0|0.0
2023-02-10 23:54:49+00:00|1624195211537550080|@RipleyChile buenas tardes compre un computador con ustedes por que decia que el despacho llegaba al dia siguiente llevo 3 dias esperando y no me dan respuesta por ningun canal|StoberFelipe|0.0|0.0
2023-02-10 23:51:25+00:00|1624194355480120064|@CespedesForever @RipleyChile Son tan ocurrentes je je ›…|paoo_po|1.0|0.0
2023-02-10 23:28:30+00:00|1624188589004160000|@CespedesForever @RipleyChile y ya habia cerrado hace años la cuenta Ripley|Artillero1973|0.0|0.0
2023-02-10 23:06:20+00:00|1624183012328969984|@CespedesForever @RipleyChile me paso lo mismo hace un  tiempo jajajajaaja|Artillero1973|2.0|0.0
2023-02-10 23:06:19+00:00|1624183006935089920|@pardopatita @CespedesForever @RipleyChile Acuerdate que solo son jovenes soñadores llenos de sueños|rey_poblete|1.0|0.0
2023-02-10 23:05:31+00:00|1624182806518660096|@CespedesForever @RipleyChile Jajjajajjja...me hiciste reir....y luego pensar con la facilidad que les entran celulares a la carcel|pardopatita|3.0|0.0
2023-02-10 22:53:23+00:00|1624179752725629952|@MariliaBloden @CespedesForever @RipleyChile En efecto, a todos nos llegan avisos de este tipo...el asunto mas tedioso y grave, es cuando hay suplantaciones... “¢#FuerzaChile‡¨‡±|BraulioSalfate|2.0|0.0
2023-02-10 22:50:23+00:00|1624178997817920000|@CespedesForever @RipleyChile Jajaj|marcelosalgado4|0.0|0.0
2023-02-10 22:47:17+00:00|1624178216675020032|@Kraptersho1 @RipleyChile |CespedesForever|0.0|0.0
2023-02-10 22:46:58+00:00|1624178138614840064|@MariliaBloden @RipleyChile |CespedesForever|1.0|0.0
2023-02-10 22:39:15+00:00|1624176196194909952|@CespedesForever @RipleyChile Jajaja....estan muy activos, porque a mi me llegan de bancos por los que no he pasado ni por la puerta....|MariliaBloden|2.0|1.0
2023-02-10 22:35:03+00:00|1624175138408209920|@CespedesForever @RipleyChile Y lo chistoso cuando el remitente es un correo tipo ripley123@hotmail.com ££££|Kraptersho1|1.0|0.0
2023-02-10 21:49:16+00:00|1624163618559249920|@RipleyChile  buena tarde ,necesito hacer algunas preguntas respecto de comprar online.|claudiopavlik1|0.0|0.0
2023-02-10 21:16:11+00:00|1624155290273730048|@RipleyChile Y la opcion para hacer el reclamo donde? https://t.co/hymiMRzYca|GeVerdugo|0.0|0.0
2023-02-10 21:10:30+00:00|1624153860762650112|@RipleyChile Mando el DM me derivan a un link de WhatsApp|GeVerdugo|0.0|0.0
2023-02-10 18:26:20+00:00|1624112548554449920|@RipleyChile Hola, quiero hacer una compra desde ayer y todo el tiempo me manda error, llevo mas de 10 veces tratando de comprar y sigue con el problema de que la pagina tuvo un error, los he llamado a todos sus numeros de contacto para ayudas, tambie|Millaflaan|0.0|0.0
2023-02-10 18:14:46+00:00|1624109637212539904|Hola @Luis21464293  hemos dejado un DM.|RipleyChile|0.0|0.0
2023-02-10 18:06:06+00:00|1624107455889250048|@RipleyChile buenas tardes, necesitamos saber el estado de un pedido y ninguno de los medios de comunicacion funcionan. Sobre todo en call center... Por favor necesito ver este tema....|Luis21464293|0.0|0.0
2023-02-10 18:01:09+00:00|1624106211812450048|Hola @GeVerdugo , lamentamos los inconvenientes presentados, para revisar lo sucedido puedes entregarnos mas detalles via DM, quedaremos a la espera de tu respuesta.|RipleyChile|0.0|0.0
2023-02-10 16:48:48+00:00|1624088001931350016|@RipleyChile necesito saber el estado de una devolucion de una  compra, esto ya fue el 27 de enero y no hay respuesta, donde se puede consultar??  No hay donde recurrir a informacion|noerom8708|0.0|0.0
2023-02-10 15:54:11+00:00|1624074255993380096|Hola @callejaarjona , lamentamos los inconvenientes presentados, puedes canalizar tu caso a la cuenta de Banco Ripley @_bancoripley via Twitter  por DM.|RipleyChile|0.0|0.0
2023-02-10 15:33:58+00:00|1624069171498680064|@RipleyChile no puede ser que durante una semana el Call center de credito ustedes no responda un llamado de un cliente. Para cobrar los mejores para responder a un cliente los peores. @RipleyChile pesimo servicio|callejaarjona|0.0|0.0
2023-02-10 14:58:09+00:00|1624060156588829952|@MaliciaVp @RipleyChile @FalabellaAyuda Maly anda a Decatlon, alla hay muchos y bonitos|CorazondeGuinda|1.0|0.0
2023-02-10 14:51:08+00:00|1624058388748310016|Hola @jonnymusci  hemos dejado un DM.|RipleyChile|0.0|0.0
2023-02-10 14:44:55+00:00|1624056827829779968|@RipleyChile ya me llego el refrigerador de la orden 211148652 gracias por atender mi reclamo.  Deben mejorar sus vias de comunicacion para no tener que recurrir a estas instancias|jonnymusci|1.0|0.0
2023-02-10 14:42:36+00:00|1624056242300740096|Hola @ValentinaEsco21  hemos dejado un DM.|RipleyChile|1.0|0.0
2023-02-10 14:31:12+00:00|1624053373048580096|@RipleyChile Son unos inutiles, esta es la 2da vez que hago una compra por su pagina con mucho tiempo y despues de semanas me avisan que ya no tienen stock, actualicen su porqueria de pagina. No vuelvo a comprar en esta tienda, gracias!|ValentinaEsco21|1.0|0.0
2023-02-10 13:40:33+00:00|1624040627611569920|Hola @RocioUrra5  hemos dejado un DM.|RipleyChile|0.0|0.0
2023-02-10 13:34:28+00:00|1624039095491079936|@wavywayy hemos dejado un DM.|RipleyChile|0.0|0.0
2023-02-10 13:31:40+00:00|1624038390466279936|@cmfchile_  @conadecus @HERNANCALDERONR @SERNAC Xque se permite a @Banco_Falabella @RipleyChile y las otras tiendas,cuando 1 paga en sus centros de pago en tiendas la cuota del mes, NO la tienen actualizada cuando 1 se retrasa 1 par de dias y despues cob|isalamar|0.0|0.0
2023-02-10 13:17:50+00:00|1624034910238380032|"@RipleyChile Realice una compra ayer con retiro en tienda hoy, y todavia me aparece ""confirmando compra"", necesito una respuesta sobre el estado de mi pedido y si van a cumplir con los plazos de entrega."|RocioUrra5|0.0|0.0
2023-02-10 12:57:36+00:00|1624029817984130048|@RipleyChile Hola @RipleyChile les respondi al DM!|wavywayy|0.0|0.0
2023-02-10 12:50:56+00:00|1624028141218919936|Hola @wavywayy hemos dejado un DM.|RipleyChile|0.0|0.0
2023-02-10 12:40:23+00:00|1624025484764890112|Hola @Alejandracata__ hemos dejado un  DM.|RipleyChile|0.0|0.0
2023-02-10 12:34:09+00:00|1624023916468389888|@RipleyChile Hola @RipleyChile ya les respondi!|wavywayy|0.0|0.0
2023-02-10 12:33:21+00:00|1624023714462409984|@RipleyChile encuentro impresentable que me entere de esta forma que anularon el pedido de zapato escolar de mi hija de esta forma y por falta de stock...ayer ,pq cuando yo lo compre el 7 de febrero si habian ,solo q no hicieron el pedido ese dia o el 8 .|MARCIADELAGOS1|0.0|0.0
2023-02-10 12:30:54+00:00|1624023100932199936|Hola @QuasarPk hemos dejado un DM.|RipleyChile|0.0|0.0
2023-02-10 12:22:46+00:00|1624021052094390016|Hola @Eli_nuevochile hemos dejado un DM.|RipleyChile|0.0|0.0
2023-02-10 12:13:13+00:00|1624018647638330112|Hola @Lacoteabarca hemos dejado un DM.|RipleyChile|1.0|0.0
2023-02-10 12:10:33+00:00|1624017976973220096|Hola @josepoblete  hemos dejado un DM.|RipleyChile|0.0|0.0
2023-02-10 12:07:56+00:00|1624017318215909888|Hola @wavywayy  hemos dejado un DM.|RipleyChile|0.0|0.0
2023-02-10 11:56:05+00:00|1624014337500140032|Hola @natywentz hemos dejado un DM.|RipleyChile|0.0|0.0
2023-02-10 11:52:25+00:00|1624013413692100096|@Naranthrax Ese Guillermo Patricio Arias Huasaf, Â¿Es el mismo que dice trabajar como vendedor en el @RipleyChile de @ParqueArauco? https://t.co/yzH3OFuDel|shesholastra|23.0|26.0
2023-02-10 11:33:50+00:00|1624008737760339968|Hola @babygm22  hemos dejado un DM.|RipleyChile|0.0|0.0
2023-02-10 11:18:52+00:00|1624004973657740032|Hola @EliasAlarconUCH  hemos dejado un DM.|RipleyChile|0.0|0.0
2023-02-10 11:09:01+00:00|1624002493687510016|@RipleyChile necesito respuesta atraso mas de una semana orden 210984852, en la direccion la otra semana se van de vacaciones, necesito que despachen hoy o este sabado|ngelaRojas8|0.0|0.0
2023-02-10 10:00:16+00:00|1623985190308539904|@RipleyChile hola, hice una compra por internet que el tiempo de llegada era ayer 9 de febrero, pero no ha avanzado de estamos preparando tu pedido. Que pasa con mi compra?|Alejandracata__|0.0|0.0
2023-02-10 01:26:42+00:00|1623855949042569984|@RipleyChile Gracias ya lo cambie sin ningun problema Š|QuasarPk|0.0|0.0
2023-02-10 01:01:13+00:00|1623849536195120128|@CespedesForever @RipleyChile †|JoanaLu90445892|1.0|0.0
2023-02-10 00:57:46+00:00|1623848666455759872|@CespedesForever @RipleyChile Por lo demas todas esas notificaciones vienen con nombre y apellido.|jaguabert|0.0|0.0
2023-02-10 00:48:20+00:00|1623846291301080064|@Rockandbier @RipleyChile @cencosud @LIDERcl @FalabellaAyuda Que es lo que no entiendo? Tu entendiste mi tweet?|LeoLaHonesta|0.0|0.0
2023-02-09 23:53:21+00:00|1623832455701459968|"@RipleyChile sigo sin respuesta concreta a mi consulta orden 211148652.  Cero seriedad, solo ""estamos revisando el requerimiento"". Necesito mi producto o una respuesta concreta.  Favor atender"|jonnymusci|0.0|1.0
2023-02-09 23:24:14+00:00|1623825130404049920|@RipleyChile    hola necesito saber de mi producto el cual llegaria hoy. Lo necesito hoy por eso lo compre pero aun no llega. Quien responde por no cumplir con el plazo de entrega. Ni siquiera sale a despacho aun|Eli_nuevochile|0.0|0.0
2023-02-09 22:24:05+00:00|1623809990296310016|@RipleyChile necesito respuesta cuando llega la compra debia llegar hace una semana https://t.co/X3ukQOuOum|ngelaRojas8|0.0|0.0
2023-02-09 21:47:52+00:00|1623800875767539968|@RipleyChile @_bancoripley Dejen de acosarme todo el dia por la chuchaaaaa! @SERNAC https://t.co/7n6T7kbUpT|Lacoteabarca|0.0|0.0
2023-02-09 21:37:41+00:00|1623798315686010112|@RipleyChile devolvi un producto hace 3 semanas pero no he recibido el reembolso, lamentablemente no hay correo ni telefono de servicio al cliente para averiguar que paso|josepoblete|0.0|0.0
2023-02-09 21:25:30+00:00|1623795248211140096|Hola @RipleyChile como se puede saber el stock de un producto en un tienda en especifico, ya que el stock segun pagina va variando.|wavywayy|0.0|0.0
2023-02-09 20:09:35+00:00|1623776141604539904|@RipleyChile Reviso mi tarjeta en banco ripley para revisar mi cupo, dice q no tengo q hice una comora eo 7 de febrero. Necesito el detalle de esa compra. Intente toda la semaba hacer una compra y no he podido. Necesito saber q es esa compra q me aparece.|natywentz|0.0|0.0
2023-02-09 19:38:18+00:00|1623768271341189888|@RipleyChile estimados se hizo una compra que llegaba supuestamente el dia 02 de febrero, ya ha pasado una semana y aun no llega. Me pueden indicar cuando lo entregan, cumplan con los plazos de entrega, necesito respuesta urgente https://t.co/u2xy17Z0k|ngelaRojas8|0.0|0.0
2023-02-09 19:31:17+00:00|1623766503446149888|@RipleyChile Hola necesito activar garantia extendida de un producto y al telefono de contacto del servicio se han cortado las llamadas que realizo. Alguna otra forma de atencion ?? Gracias.|babygm22|0.0|0.0
2023-02-09 17:43:04+00:00|1623739269264160000|@RipleyChile pido una respuesta sobre mi pedido 211148652 no dejare de twittear hasta que se dignen a responderme por algun medio|jonnymusci|0.0|0.0
2023-02-09 16:43:17+00:00|1623724227957339904|@RipleyChile hola, hay algun numero para llamar y hablar con un ejecutivo|__NVNI|0.0|0.0
2023-02-09 16:34:33+00:00|1623722028057469952|@RipleyChile favor su respuesta orden de compra 211148652 no entregada ni nadie me da respuesta. No puedo seguir esperando, es urgente|jonnymusci|1.0|0.0
2023-02-09 15:45:44+00:00|1623709744627170048|@jonnymusci @RipleyChile Hola Jonny, puedes ingresar tu reclamo contra @RipleyChile en nuestro portal del consumidor: https://t.co/LjpPLbhJHP o llamando de forma gratuita al 800 700 100. Te recomiendo ingresarlo via Web, asi podras adjuntar antecedente|SERNAC|0.0|0.0
2023-02-09 15:35:40+00:00|1623707210596420096|@RipleyChile exijo una respuesta por el despacho de mi refrigerador orden numero 211148652 pesima atencion y no hay respuestas @SERNAC|jonnymusci|0.0|0.0
2023-02-09 15:28:33+00:00|1623705418609430016|@turbuschile @_bancoripley @RipleyChile @SERNAC turbus, sin y?con dcto del banco Ripley... quien me explica? https://t.co/NCpxeWVWJU|not_an_engineer|0.0|0.0
2023-02-09 15:27:33+00:00|1623705167802639872|@RipleyChile compre un refrigerador que tenia fecha de entrega ayer y no llego. No hay manera de comunicarse con ustedes y sus herramientas de atencion automaticas son pesimas. Exijo ayuda inmediata ya que contaba con el producto.|jonnymusci|0.0|0.0
2023-02-09 13:37:48+00:00|1623677545701949952|"Es un espanto como atienden a los clientes en @FalabellaAyuda y @RipleyChile. Les llaman ""consultores"", pero anda a preguntar algo ..."|koto_valenzuela|0.0|0.0
2023-02-09 13:24:44+00:00|1623674258021920000|@RipleyChile Aun espero|NorambuenaNovoa|0.0|0.0
2023-02-09 11:14:32+00:00|1623641493347919872|@RipleyChile El dia de ayer debia llegar una compra,no obstante no llego, por ende realice un requerimiento a las 21:22 donde se me entrega un nÂ° de ticket y el dia de hoy al revisar el estado de mi compra aparece como entregado a las 23:17, pero |NorambuenaNovoa|1.0|0.0
2023-02-09 00:39:12+00:00|1623481606286490112|@RipleyChile que mas necesitan|EliasAlarconUCH|0.0|0.0
2023-02-08 23:48:15+00:00|1623468782990640128|@_bancoripley @RipleyChile Aun no tengo respuesta! He estado todo el dia con mi tarjeta bloqueada. Existiendo tanta tecnologia, Â¿como la respuesta que me entregan es que los llame por telefono? No contrate roaming y lo tuve que habilitar desde aca |Nikki_Castillo|0.0|0.0
2023-02-08 21:22:53+00:00|1623432201558949888|@RipleyChile #RipleysucursalViña #Mundobebe no hay facilidad para acceder con coche o silla de ruedas. @biobio https://t.co/0CHnwnhhh0|misscecita|0.0|0.0
2023-02-08 21:19:49+00:00|1623431430578609920|@RipleyChile hola! Acabo de comprar un horno en la tienda mall Plaza Egaña y viene abollado , cual es el procedimiento a seguir https://t.co/yoYwNV0gX1|QuasarPk|0.0|0.0
2023-02-08 19:01:14+00:00|1623396555486119936|Hola @Zamky_Zumbao  hemos dejado un DM.|RipleyChile|0.0|0.0
2023-02-08 18:59:38+00:00|1623396153038340096|@poltergirla hemos dejado un DM.|RipleyChile|0.0|0.0
2023-02-08 18:45:55+00:00|1623392698525669888|Hola @makkadvia hemos dejado un DM.|RipleyChile|0.0|0.0
2023-02-08 18:29:39+00:00|1623388604834749952|@RipleyChile hola hay algun telefono de ventas o atencion al cliente ? El chat es pesimo ! Llevo mucho reto esperando respuesta|poltergirla|0.0|0.0
2023-02-08 18:28:02+00:00|1623388197559360000|Hola @RiKarDo_IQQ  hemos dejado un DM.|RipleyChile|0.0|0.0
2023-02-08 18:14:49+00:00|1623384875272199936|@RipleyChile estimados, buenas tardes, favor necesito anular estos cobros que tengo demas desde varios meses...la cuenta sube y sube y sin respuesta https://t.co/yHyyxVgf90|Zamky_Zumbao|0.0|0.0
2023-02-08 18:14:26+00:00|1623384774868969984|Hola @camireynp , lamentamos los inconvenientes presentados, para revisar puedes entregarnos mas detalles via DM.|RipleyChile|0.0|0.0
2023-02-08 18:07:17+00:00|1623382977852969984|Hola @johana_ignacia hemos dejado un DM.|RipleyChile|0.0|0.0
2023-02-08 18:06:28+00:00|1623382770025169920|@RipleyChile @RECLAMO_CHILE @SERNAC|makkadvia|0.0|0.0
2023-02-08 17:53:19+00:00|1623379461549720064|@RipleyChile me acaba de llegar un pedido que no corresponde ademas trae alarma y nadie contesta mi reclamo . https://t.co/zZ7ETIvGXO|makkadvia|0.0|0.0
2023-02-08 17:28:33+00:00|1623373230126860032|Ayer fui a @RipleyChile en el @MallplazaCL Vespucio y nunca me habia sentido mas humillada, andaba con una bolsa de ripley grande porque iba a cambiar una chaqueta, y los guardias nos perseguian junto con mi hna, a tal punto que ni ropa interior pude comprar tranquila, terrible!!|camireynp|0.0|0.0
2023-02-08 17:00:17+00:00|1623366117312890112|@RipleyChile que sucede con su pagina trato de comprar o buscar un producto y me sale esto https://t.co/QC0SEV5maD|johana_ignacia|0.0|0.0
2023-02-08 16:48:25+00:00|1623363130758720000|Hola @wavywayy hemos dejado un DM.|RipleyChile|0.0|0.0
2023-02-08 16:46:39+00:00|1623362684749019904|Hola @poltergirla hemos dejado un DM.|RipleyChile|0.0|0.0
2023-02-08 16:41:01+00:00|1623361267070000128|@RipleyChile hola como puedo saber de stock de un producto en ripley de temuco ?|poltergirla|0.0|0.0
2023-02-08 16:28:05+00:00|1623358013036760064|Hola @Caro0031  hemos dejado un DM.|RipleyChile|0.0|0.0
2023-02-08 16:27:33+00:00|1623357880807170048|@Nikki_Castillo @RipleyChile A mi me paso algo similar pague las compras y me siguieron cobrando los seguros pesima atencion en la sucursal,  recomiendo la cierres @Banco_Falabella  es mucho mejor.|franciscomolin|0.0|0.0
2023-02-08 16:26:11+00:00|1623357534496029952|Hola @RoseLee07530702  hemos dejado un DM.|RipleyChile|0.0|0.0
2023-02-08 16:13:30+00:00|1623354341925969920|@RipleyChile mi compra tenia fecha maxima de entrega para hoy y a la fecha aun no llega ni la confirmacion de la compra y menos seguimiento. La necesito urgente para hoy !|Caro0031|1.0|0.0
2023-02-08 16:12:41+00:00|1623354136803539968|@RipleyChile hola necesito una solucion, a mi canje de puntos ,llamo a la viña y no contestan trato de hacer el canje y dicen que ellos no tienen ninguna promocion, necesito que uds devuelvan mis puntos gracias.|RoseLee07530702|0.0|0.0
2023-02-08 15:49:51+00:00|1623348391458510080|Hola @LoritoRodriguez hemos dejado un DM.|RipleyChile|0.0|0.0
2023-02-08 15:45:14+00:00|1623347230043249920|@RipleyChile sigo esperando una respuesta de la compra.|LoritoRodriguez|0.0|0.0
2023-02-08 14:48:30+00:00|1623332950434579968|Hola @wavywayy hemos dejado un DM.|RipleyChile|0.0|0.0
2023-02-08 14:38:17+00:00|1623330381075290112|@Nikki_Castillo lamentamos las molestias ocasionadas. Para canalizar tu caso puedes enviar tus datos via DM a la cuenta de Twitter de Banco Ripley @_bancoripley Â¡ Saludos!|RipleyChile|0.0|0.0
2023-02-08 14:13:03+00:00|1623324031565929984|@RipleyChile Pesima pesima atencion! Me dieron un numero telefonico para llamar desde el extranjero (no USA) y no funciona !!!|Nikki_Castillo|0.0|0.0
2023-02-08 14:11:16+00:00|1623323581580019968|@Rockandbier Se necesitan colchones, camas, todos los muebles basicos para restablecer un hogarâ€¦ los donara @RipleyChile , @Cencosud, @LIDERcl , @FalabellaAyuda etcâ€¦, o esas empresas solo donan a cambio de publicidad en shows televisivos?|LeoLaHonesta|6.0|2.0
2023-02-08 14:08:49+00:00|1623322966913080064|Hola @Nikki_Castillo hemos dejado un DM.|RipleyChile|1.0|0.0
2023-02-08 14:07:13+00:00|1623322564649959936|@VIRGIINIIA1981 @RipleyChile Hola ‘‹ Lamento lo sucedido. Por favor, puedes enviarme por DM: tu rut y correo? Puedo escalar esta informacion, para que la gerencia tome medidas y no vuelva a ocurrir.|_bancoripley|0.0|0.0
2023-02-08 13:46:36+00:00|1623317375553570048|@RipleyChile me bloquearon mi tarjeta en el extranjero y ahora me piden que los llame por telefono â€¦ di aviso que iba a estar afuera, como se supone que los vaya a llamar si una llamada internacional sale carisimo https://t.co/2uwwmoCe60|Nikki_Castillo|0.0|0.0
2023-02-08 13:40:38+00:00|1623315871044179968|@RacerU2 hemos dejado un DM.|RipleyChile|0.0|0.0
2023-02-08 13:37:17+00:00|1623315029255650048|@RipleyChile Ya esta enviado|RacerU2|0.0|0.0
2023-02-08 13:37:03+00:00|1623314970904600064|Hola  @eevee1286  , para revisar lo que nos comentas nos puedes enviar  la orden de compra por DM, asi podremos proteger tus datos, quedamos a la espera de tu respuesta.|RipleyChile|0.0|0.0
2023-02-08 13:31:57+00:00|1623313685778129920|Hola  @RacerU2  , para revisar lo que nos comentas nos puedes enviar  la orden de compra por DM, asi podremos proteger tus datos, quedamos a la espera de tu respuesta.|RipleyChile|0.0|0.0
2023-02-08 13:28:18+00:00|1623312767305349888|Con 0 confianza el 6/2 compre en linea en @RipleyChile . El 0 se confirma. Cuando hacia la compra de, UN RELOJ no mas, me decia: fecha d retiro pal 10/2 y ahora dice pal 28/2 fecha en q obviamente ya no me sirve y , q desde las 3 am del 7 PREPARAN AUN. https://t.co/UTGvUbwPRn|RacerU2|0.0|0.0
2023-02-08 12:33:52+00:00|1623299072030390016|Hola @danigm77   , para revisar lo que nos comentas nos puedes enviar  la orden de compra por DM, asi podremos proteger tus datos, quedamos a la espera de tu respuesta.|RipleyChile|0.0|0.0
2023-02-08 12:15:25+00:00|1623294429065890048|@RipleyChile necesito que me contacten, devolvi un producto porque estaba usado y dañado y al devolverlo me dijeron que iban analizar si me devolvian el dinero -.-|danigm77|0.0|0.0
